寿命,触发因素,主要物质组成,坝体体积,坝体高度,坝体长度,0,0.1,0.2,0.3,0.4,0.5,年平均流量,0.6
1.0,0.0,0.0,1.4800069429571505,1.9867717342662448,2.7634279935629373,2.960013885914301,3.4667786772233953,4.243434936520088,3.9735434685324895,4.750199727829182,5.526855987125875,3.2695129442179165,6.539025888435833
1.0,2.0,2.0,1.0791812460476249,1.3010299956639813,2.6989700043360187,2.1583624920952498,2.380211241711606,3.7781512503836434,2.6020599913279625,4.0,5.3979400086720375,2.7573960287930244,5.514792057586049
1.1139433523068367,2.0,1.0,-0.585026652029182,1.568201724066995,2.0211892990699383,-1.170053304058364,0.983175072037813,1.436162647040756,3.13640344813399,3.5893910231369333,4.0423785981398765,0.9542425094393249,1.9084850188786497
1.2304489213782739,1.0,1.0,1.1139433523068367,1.9030899869919435,2.4771212547196626,2.2278867046136734,3.0170333392987803,3.591064607026499,3.806179973983887,4.380211241711606,4.954242509439325,1.2041199826559248,2.4082399653118496
1.2787536009528289,2.0,1.0,0.3010299956639812,1.8129133566428555,3.0,0.6020599913279624,2.113943352306837,3.3010299956639813,3.625826713285711,4.812913356642856,6.0,2.0,4.0
1.3010299956639813,2.0,2.0,1.3064250275506875,2.0,2.9542425094393248,2.612850055101375,3.3064250275506875,4.260667536990012,4.0,4.954242509439325,5.9084850188786495,1.6020599913279623,3.2041199826559246
1.3424226808222062,1.0,1.0,0.6232492903979004,1.9030899869919435,2.4771212547196626,1.246498580795801,2.526339277389844,3.100370545117563,3.806179973983887,4.380211241711606,4.954242509439325,0.0,0.0
1.3617278360175928,2.0,2.0,-0.6989700043360187,1.6020599913279623,1.954242509439325,-1.3979400086720375,0.9030899869919435,1.255272505103306,3.2041199826559246,3.5563025007672873,3.90848501887865,0.11394335230683679,0.22788670461367352
1.3617278360175928,2.0,0.0,-0.6989700043360187,1.1760912590556813,2.0,-1.3979400086720375,0.47712125471966244,1.3010299956639813,2.3521825181113627,3.1760912590556813,4.0,0.9242792860618817,1.8485585721237634
1.3617278360175928,2.0,2.0,0.3010299956639812,1.7781512503836436,2.591064607026499,0.6020599913279624,2.0791812460476247,2.8920946026904804,3.5563025007672873,4.3692158574101425,5.182129214052998,-0.09691001300805639,-0.1938200260161128
1.3979400086720377,2.0,2.0,0.38381536598043126,1.7558748556724915,2.3010299956639813,0.7676307319608625,2.1396902216529226,2.6848453616444123,3.511749711344983,4.056904851336473,4.6020599913279625,0.7781512503836436,1.5563025007672873
1.4451369687133042,2.0,2.0,-0.8239087409443188,1.3979400086720377,2.0791812460476247,-1.6478174818886375,0.5740312677277188,1.255272505103306,2.7958800173440754,3.4771212547196626,4.158362492095249,1.1430148002540952,2.2860296005081904
1.462397997898956,2.0,2.0,1.308991029000164,1.9138138523837167,2.7866094726486597,2.617982058000328,3.222804881383881,4.095600501648824,3.8276277047674334,4.700423325032377,5.573218945297318,1.965201701025912,3.9304034020518235
1.4771212547196624,1.0,2.0,0.47712125471966244,1.845098040014257,1.8750612633917,0.9542425094393249,2.322219294733919,2.3521825181113627,3.690196080028514,3.720159303405957,3.7501225267834,1.3010299956639813,2.6020599913279625
1.4913616938342726,2.0,2.0,0.3010299956639812,1.845098040014257,2.0791812460476247,0.6020599913279624,2.146128035678238,2.380211241711606,3.690196080028514,3.9242792860618816,4.158362492095249,1.1760912590556813,2.3521825181113627
1.568201724066995,1.0,2.0,-0.2218487496163564,1.3010299956639813,2.3010299956639813,-0.44369749923271273,1.0791812460476249,2.0791812460476247,2.6020599913279625,3.6020599913279625,4.6020599913279625,0.8450980400142568,1.6901960800285136
1.6532125137753437,2.0,0.0,2.3010299956639813,1.7781512503836436,2.8750612633917,4.6020599913279625,4.079181246047625,5.176091259055681,3.5563025007672873,4.653212513775344,5.7501225267834,1.861534410859038,3.723068821718076
1.7708520116421442,2.0,1.0,1.0791812460476249,1.3010299956639813,2.792391689498254,2.1583624920952498,2.380211241711606,3.8715729355458786,2.6020599913279625,4.093421685162235,5.584783378996508,0.0,0.0
1.8260748027008264,1.0,1.0,0.414973347970818,1.7781512503836436,2.4771212547196626,0.829946695941636,2.1931245983544616,2.8920946026904804,3.5563025007672873,4.2552725051033065,4.954242509439325,0.47712125471966244,0.9542425094393249
1.863322860120456,0.0,2.0,0.5440680443502757,2.123851640967086,2.3979400086720375,1.0881360887005513,2.6679196853173615,2.942008053022313,4.247703281934172,4.521791649639123,4.795880017344075,1.7075701760979363,3.4151403521958725
2.041392685158225,2.0,1.0,0.07918124604762482,1.7323937598229686,2.3979400086720375,0.15836249209524964,1.8115750058705933,2.4771212547196626,3.4647875196459372,4.1303337684950066,4.795880017344075,0.47712125471966244,0.9542425094393249
2.4983105537896004,1.0,1.0,-0.040958607678906384,0.9542425094393249,2.6242820958356683,-0.08191721535781282,0.9132839017604184,2.5833234881567617,1.9084850188786497,3.578524605274993,5.248564191671337,3.074450718954591,6.148901437909182
2.4983105537896004,1.0,1.0,-0.12493873660829995,1.1760912590556813,2.6989700043360187,-0.2498774732165999,1.0511525224473812,2.574031267727719,2.3521825181113627,3.8750612633917,5.3979400086720375,1.7693773260761385,3.5387546521522757
4.177421057483169,2.0,1.0,0.5797835966168101,1.845098040014257,2.845098040014257,1.1595671932336202,2.424881636631067,3.424881636631067,3.690196080028514,4.690196080028514,5.690196080028514,1.0,2.0
-2.0,1.0,2.0,-0.744727494896694,1.0,1.9030899869919435,-1.489454989793388,0.2552725051033037,1.1583624920952467,2.0,2.9030899869919438,3.806179973983887,0.6020599913279624,1.2041199826559248
-1.0969100130080565,1.0,2.0,-0.14266750356873156,0.9030899869919435,2.4771212547196626,-0.2853350071374631,0.7604224834232121,2.3344537511509307,1.806179973983887,3.380211241711606,4.954242509439325,2.2041199826559246,4.408239965311849
-0.6989700043360187,1.0,1.0,-0.638272163982407,1.0,2.113943352306837,-1.2765443279648143,0.36172783601759284,1.4756711883244296,2.0,3.113943352306837,4.227886704613674,1.4771212547196624,2.9542425094393248
-0.1549019599857432,1.0,1.0,0.4913616938342727,2.041392685158225,2.3010299956639813,0.9827233876685453,2.5327543789924976,2.792391689498254,4.08278537031645,4.342422680822207,4.6020599913279625,1.7481880270062005,3.496376054012401
0.25527250510330607,0.0,2.0,0.7801732436425942,1.255272505103306,2.437750562820388,1.5603464872851873,2.035445748745896,3.2179238064629794,2.510545010206612,3.693023067923694,4.875501125640776,2.6314437690131722,5.2628875380263445
0.5440680443502757,1.0,1.0,0.5185139398778874,1.9030899869919435,2.3979400086720375,1.037027879755771,2.4216039268698313,2.916453948549925,3.806179973983887,4.301029995663981,4.795880017344075,1.845098040014257,3.690196080028514
1.0,2.0,2.0,1.255272505103306,1.6989700043360187,2.6020599913279625,2.510545010206612,2.9542425094393248,3.8573324964312685,3.3979400086720375,4.301029995663981,5.204119982655925,2.1818435879447726,4.363687175889545
1.1430148002540952,2.0,1.0,-0.3979400086720376,2.1760912590556813,2.7781512503836434,-0.7958800173440752,1.7781512503836436,2.380211241711606,4.352182518111363,4.954242509439325,5.556302500767287,0.3010299956639812,0.6020599913279624
1.3424226808222062,1.0,1.0,0.414973347970818,1.845098040014257,2.3010299956639813,0.829946695941636,2.2600713879850747,2.716003343634799,3.690196080028514,4.146128035678238,4.6020599913279625,0.0,0.0
1.4313637641589874,2.0,2.0,0.0,1.6020599913279623,2.2041199826559246,0.0,1.6020599913279623,2.2041199826559246,3.2041199826559246,3.806179973983887,4.408239965311849,0.9242792860618817,1.8485585721237634
1.5185139398778875,0.0,2.0,1.3010299956639813,2.0,2.4771212547196626,2.6020599913279625,3.3010299956639813,3.7781512503836434,4.0,4.477121254719663,4.954242509439325,1.8512583487190752,3.7025166974381505
1.8325089127062364,1.0,2.0,-0.3979400086720376,1.6020599913279623,2.0,-0.7958800173440752,1.2041199826559248,1.6020599913279623,3.2041199826559246,3.6020599913279625,4.0,0.0,0.0
2.5440680443502757,1.0,1.0,0.2787536009528289,1.7781512503836436,2.3979400086720375,0.557507201905658,2.0569048513364727,2.6766936096248664,3.5563025007672873,4.176091259055681,4.795880017344075,1.4771212547196624,2.9542425094393248
