寿命,坝体体积,坝体宽度,0,0.1,0.2,集水区面积,0.3
1.2787536009528289,0.3010299956639812,2.8129133566428557,0.6020599913279624,3.113943352306837,5.625826713285711,3.419955748489758,6.839911496979516
1.3010299956639813,1.4771212547196624,2.8750612633917,2.9542425094393248,4.352182518111363,5.7501225267834,3.0457140589408676,6.091428117881735
1.3424226808222062,0.6232492903979004,2.5440680443502757,1.246498580795801,3.167317334748176,5.088136088700551,0.8633228601204559,1.7266457202409118
1.3424226808222062,0.414973347970818,2.6532125137753435,0.829946695941636,3.0681858617461617,5.306425027550687,0.505149978319906,1.0102999566398119
1.3617278360175928,-0.6989700043360187,1.9030899869919435,-1.3979400086720375,1.2041199826559248,3.806179973983887,1.724275869600789,3.448551739201578
1.3617278360175928,0.3010299956639812,2.6532125137753435,0.6020599913279624,2.9542425094393248,5.306425027550687,2.385606273598312,4.771212547196624
1.3979400086720377,0.38381536598043126,2.3010299956639813,0.7676307319608625,2.6848453616444123,4.6020599913279625,2.3636119798921444,4.727223959784289
1.4313637641589874,0.0,2.4771212547196626,0.0,2.4771212547196626,4.954242509439325,1.724275869600789,3.448551739201578
1.462397997898956,1.308991029000164,2.9041743682841634,2.617982058000328,4.213165397284327,5.808348736568327,3.550228353055094,7.100456706110188
1.4913616938342726,0.3010299956639812,2.4771212547196626,0.6020599913279624,2.7781512503836434,4.954242509439325,2.575187844927661,5.150375689855322
1.5440680443502757,-0.8538719643217619,2.4771212547196626,-1.7077439286435239,1.6232492903979006,4.954242509439325,2.645422269349092,5.290844538698184
1.7708520116421442,1.0791812460476249,2.845098040014257,2.1583624920952498,3.9242792860618816,5.690196080028514,1.0,2.0
1.8260748027008264,0.414973347970818,2.6989700043360187,0.829946695941636,3.113943352306837,5.3979400086720375,1.6989700043360187,3.3979400086720375
2.041392685158225,0.07918124604762482,2.4771212547196626,0.15836249209524964,2.5563025007672873,4.954242509439325,1.8920946026904804,3.7841892053809607
2.2068258760318495,0.3010299956639812,2.9684829485539352,0.6020599913279624,3.2695129442179165,5.9369658971078705,2.949877704036875,5.89975540807375
2.5211380837040362,0.6020599913279624,2.7403626894942437,1.2041199826559248,3.342422680822206,5.480725378988487,1.3222192947339193,2.6444385894678386
2.5289167002776547,2.456366033129043,3.439332693830263,4.912732066258086,5.8956987269593055,6.878665387660526,2.403120521175818,4.806241042351636
2.5622928644564746,-1.6989700043360187,1.9637878273455553,-3.3979400086720375,0.2648178230095365,3.9275756546911107,1.146128035678238,2.292256071356476
2.6893088591236203,2.3010299956639813,3.4771212547196626,4.6020599913279625,5.778151250383644,6.954242509439325,2.0,4.0
2.762678563727436,0.3010299956639812,2.6989700043360187,0.6020599913279624,3.0,5.3979400086720375,1.6020599913279623,3.2041199826559246
2.808885867359812,-0.11350927482751812,2.255272505103306,-0.22701854965503626,2.141763230275788,4.510545010206612,1.6720978579357175,3.344195715871435
2.9542425094393248,-0.36653154442041347,2.2624510897304293,-0.7330630888408269,1.895919545310016,4.524902179460859,2.760422483423212,5.520844966846424
3.0633333589517497,0.3010299956639812,2.5440680443502757,0.6020599913279624,2.845098040014257,5.088136088700551,1.7481880270062005,3.496376054012401
