寿命,主要物质组成,坝体体积,坝体高度,坝体长度,0,0.1,0.2,0.3,0.4,0.5,集水区面积,0.6
0.0,0.0,0.8450980400142568,1.3979400086720377,2.3010299956639813,1.6901960800285136,2.2430380486862944,3.146128035678238,2.7958800173440754,3.6989700043360187,4.6020599913279625,1.958085848521085,3.91617169704217
0.0,2.0,-1.3010299956639813,1.0791812460476249,1.9030899869919435,-2.6020599913279625,-0.2218487496163564,0.6020599913279624,2.1583624920952498,2.9822712330395684,3.806179973983887,0.4471580313422192,0.8943160626844379
0.47712125471966244,0.0,0.0,1.1760912590556813,2.4471580313422194,0.0,1.1760912590556813,2.4471580313422194,2.3521825181113627,3.6232492903979003,4.894316062684439,1.911690158753861,3.8233803175077217
0.5440680443502757,1.0,0.5185139398778874,1.9030899869919435,2.3979400086720375,1.037027879755771,2.4216039268698313,2.916453948549925,3.806179973983887,4.301029995663981,4.795880017344075,2.681241237375587,5.362482474751174
0.6989700043360189,1.0,1.0,2.278753600952829,2.7781512503836434,2.0,3.278753600952829,3.7781512503836434,4.557507201905658,5.056904851336473,5.556302500767287,1.5563025007672873,3.1126050015345745
0.6989700043360189,1.0,-0.2596373105057561,1.505149978319906,2.0791812460476247,-0.5192746210115123,1.24551266781415,1.8195439355418688,3.010299956639812,3.584331224367531,4.158362492095249,2.705007959333336,5.410015918666672
0.7781512503836436,0.0,0.5314789170422551,2.146128035678238,2.6020599913279625,1.0629578340845065,2.677606952720493,3.1335389083702174,4.292256071356476,4.748188027006201,5.204119982655925,1.4471580313422192,2.8943160626844384
1.0,2.0,1.255272505103306,1.6989700043360187,2.6020599913279625,2.510545010206612,2.9542425094393248,3.8573324964312685,3.3979400086720375,4.301029995663981,5.204119982655925,3.0874264570362855,6.174852914072571
1.0,1.0,0.414973347970818,2.0,2.6020599913279625,0.829946695941636,2.4149733479708178,3.0170333392987803,4.0,4.6020599913279625,5.204119982655925,-0.2218487496163564,-0.44369749923271273
1.0,2.0,1.0791812460476249,1.3010299956639813,2.6989700043360187,2.1583624920952498,2.380211241711606,3.7781512503836434,2.6020599913279625,4.0,5.3979400086720375,3.092018470752797,6.184036941505594
1.146128035678238,0.0,1.380211241711606,2.041392685158225,2.5440680443502757,2.760422483423212,3.4216039268698313,3.9242792860618816,4.08278537031645,4.585460729508501,5.088136088700551,1.8325089127062364,3.665017825412473
1.2304489213782739,1.0,1.1139433523068367,1.9030899869919435,2.4771212547196626,2.2278867046136734,3.0170333392987803,3.591064607026499,3.806179973983887,4.380211241711606,4.954242509439325,2.187520720836463,4.375041441672926
1.2787536009528289,1.0,0.3010299956639812,1.8129133566428555,3.0,0.6020599913279624,2.113943352306837,3.3010299956639813,3.625826713285711,4.812913356642856,6.0,3.419955748489758,6.839911496979516
1.3010299956639813,2.0,1.3064250275506875,2.0,2.9542425094393248,2.612850055101375,3.3064250275506875,4.260667536990012,4.0,4.954242509439325,5.9084850188786495,2.74350976472843,5.48701952945686
1.3424226808222062,1.0,0.6232492903979004,1.9030899869919435,2.4771212547196626,1.246498580795801,2.526339277389844,3.100370545117563,3.806179973983887,4.380211241711606,4.954242509439325,0.8633228601204559,1.7266457202409118
1.3617278360175928,0.0,-0.6989700043360187,1.1760912590556813,2.0,-1.3979400086720375,0.47712125471966244,1.3010299956639813,2.3521825181113627,3.1760912590556813,4.0,1.724275869600789,3.448551739201578
1.3617278360175928,2.0,-0.8538719643217619,1.4771212547196624,2.0,-1.7077439286435239,0.6232492903979004,1.146128035678238,2.9542425094393248,3.4771212547196626,4.0,1.724275869600789,3.448551739201578
1.3617278360175928,2.0,0.3010299956639812,1.7781512503836436,2.591064607026499,0.6020599913279624,2.0791812460476247,2.8920946026904804,3.5563025007672873,4.3692158574101425,5.182129214052998,2.385606273598312,4.771212547196624
1.3979400086720377,2.0,0.38381536598043126,1.7558748556724915,2.3010299956639813,0.7676307319608625,2.1396902216529226,2.6848453616444123,3.511749711344983,4.056904851336473,4.6020599913279625,2.3636119798921444,4.727223959784289
1.4313637641589874,2.0,0.0,1.6020599913279623,2.2041199826559246,0.0,1.6020599913279623,2.2041199826559246,3.2041199826559246,3.806179973983887,4.408239965311849,1.724275869600789,3.448551739201578
1.462397997898956,2.0,1.308991029000164,1.9138138523837167,2.7866094726486597,2.617982058000328,3.222804881383881,4.095600501648824,3.8276277047674334,4.700423325032377,5.573218945297318,3.550228353055094,7.100456706110188
1.4913616938342726,2.0,0.3010299956639812,1.845098040014257,2.0791812460476247,0.6020599913279624,2.146128035678238,2.380211241711606,3.690196080028514,3.9242792860618816,4.158362492095249,2.575187844927661,5.150375689855322
1.5440680443502757,0.0,-0.8538719643217619,1.0,2.0,-1.7077439286435239,0.146128035678238,1.146128035678238,2.0,3.0,4.0,2.645422269349092,5.290844538698184
1.7708520116421442,1.0,1.0791812460476249,1.3010299956639813,2.792391689498254,2.1583624920952498,2.380211241711606,3.8715729355458786,2.6020599913279625,4.093421685162235,5.584783378996508,1.0,2.0
1.7993405494535817,1.0,-0.5228787452803376,0.9542425094393249,1.8169038393756602,-1.0457574905606752,0.4313637641589857,1.2940250940953204,1.9084850188786497,2.7711463488149852,3.6338076787513205,1.8976270912904414,3.7952541825808828
1.8260748027008264,1.0,0.414973347970818,1.7781512503836436,2.4771212547196626,0.829946695941636,2.1931245983544616,2.8920946026904804,3.5563025007672873,4.2552725051033065,4.954242509439325,1.6989700043360187,3.3979400086720375
2.041392685158225,1.0,0.07918124604762482,1.7323937598229686,2.3979400086720375,0.15836249209524964,1.8115750058705933,2.4771212547196626,3.4647875196459372,4.1303337684950066,4.795880017344075,1.8920946026904804,3.7841892053809607
2.2068258760318495,1.0,0.3010299956639812,1.6334684555795864,2.4771212547196626,0.6020599913279624,1.9344984512435677,2.7781512503836434,3.266936911159173,4.110589710299249,4.954242509439325,2.949877704036875,5.89975540807375
2.5211380837040362,0.0,0.6020599913279624,1.845098040014257,2.230448921378274,1.2041199826559248,2.4471580313422194,2.832508912706236,3.690196080028514,4.075546961392531,4.460897842756548,1.3222192947339193,2.6444385894678386
2.5289167002776547,2.0,2.456366033129043,2.437750562820388,2.8808135922807914,4.912732066258086,4.894116595949431,5.337179625409834,4.875501125640776,5.318564155101179,5.761627184561583,2.403120521175818,4.806241042351636
2.6893088591236203,2.0,2.3010299956639813,2.3010299956639813,3.0,4.6020599913279625,4.6020599913279625,5.301029995663981,4.6020599913279625,5.301029995663981,6.0,2.0,4.0
2.808885867359812,1.0,-0.11350927482751812,0.6532125137753437,2.989004615698537,-0.22701854965503626,0.5397032389478256,2.875495340871019,1.3064250275506875,3.6422171294738805,5.978009231397074,1.6720978579357175,3.344195715871435
2.9542425094393248,2.0,-0.36653154442041347,1.6020599913279623,2.0681858617461617,-0.7330630888408293,1.235528446907549,1.7016543173257481,3.2041199826559246,3.670245853074124,4.136371723492323,2.760422483423212,5.520844966846424
3.0633333589517497,1.0,0.3010299956639812,1.6532125137753437,2.3979400086720375,0.6020599913279624,1.954242509439325,2.6989700043360187,3.3064250275506875,4.051152522447381,4.795880017344075,1.7481880270062005,3.496376054012401
-2.0,1.0,-1.154901959985743,1.0293837776852097,2.0,-2.309803919971486,-0.12551818230053352,0.8450980400142568,2.0587675553704154,3.0293837776852097,4.0,1.0413926851582251,2.0827853703164503
-1.0,1.0,-0.8239087409443188,1.0,2.1760912590556813,-1.6478174818886375,0.17609125905568124,1.3521825181113625,2.0,3.1760912590556813,4.352182518111363,2.807535028068853,5.615070056137706
-0.3979400086720376,1.0,-0.2006594505464183,1.3979400086720377,2.3010299956639813,-0.40131890109283663,1.1972805581256194,2.100370545117563,2.7958800173440754,3.6989700043360187,4.6020599913279625,1.8573324964312685,3.714664992862537
0.0,1.0,-1.0,1.3010299956639813,2.3010299956639813,-2.0,0.3010299956639812,1.3010299956639813,2.6020599913279625,3.6020599913279625,4.6020599913279625,1.919078092376074,3.838156184752148
0.17609125905568124,1.0,0.04139268515822508,1.8750612633917,2.5440680443502757,0.08278537031645007,1.916453948549925,2.5854607295085006,3.7501225267834,4.419129307741976,5.088136088700551,0.8450980400142568,1.6901960800285136
0.7781512503836436,2.0,-0.017728766960431602,1.5797835966168101,2.041392685158225,-0.035457533920863184,1.5620548296563785,2.0236639181977933,3.1595671932336202,3.621176281775035,4.08278537031645,1.5797835966168101,3.1595671932336202
1.1430148002540952,1.0,-0.3979400086720376,2.1760912590556813,2.7781512503836434,-0.7958800173440752,1.7781512503836436,2.380211241711606,4.352182518111363,4.954242509439325,5.556302500767287,1.8976270912904414,3.7952541825808828
1.3424226808222062,1.0,0.414973347970818,1.845098040014257,2.3010299956639813,0.829946695941636,2.2600713879850747,2.716003343634799,3.690196080028514,4.146128035678238,4.6020599913279625,0.505149978319906,1.0102999566398119
1.3617278360175928,2.0,-0.6989700043360187,1.6020599913279623,1.954242509439325,-1.3979400086720375,0.9030899869919435,1.255272505103306,3.2041199826559246,3.5563025007672873,3.90848501887865,1.724275869600789,3.448551739201578
1.4913616938342726,2.0,1.3222192947339193,1.954242509439325,2.6020599913279625,2.6444385894678386,3.2764618041732443,3.9242792860618816,3.90848501887865,4.556302500767287,5.204119982655925,1.6334684555795864,3.266936911159173
1.8325089127062364,2.0,-0.3979400086720376,1.6020599913279623,2.0,-0.7958800173440752,1.2041199826559248,1.6020599913279623,3.2041199826559246,3.6020599913279625,4.0,0.4913616938342727,0.9827233876685453
2.5440680443502757,1.0,0.2787536009528289,1.7781512503836436,2.3979400086720375,0.557507201905658,2.0569048513364727,2.6766936096248664,3.5563025007672873,4.176091259055681,4.795880017344075,2.5563025007672873,5.1126050015345745
