寿命,主要物质组成,坝体体积,坝体长度,0,0.1,0.2,集水区面积,0.3
1.7993405494535817,1.0,-0.5228787452803376,1.8169038393756602,-1.0457574905606752,1.2940250940953204,3.6338076787513205,1.8976270912904414,3.7952541825808828
1.8260748027008264,1.0,0.414973347970818,2.4771212547196626,0.829946695941636,2.8920946026904804,4.954242509439325,1.6989700043360187,3.3979400086720375
2.041392685158225,1.0,0.07918124604762482,2.3979400086720375,0.15836249209524964,2.4771212547196626,4.795880017344075,1.8920946026904804,3.7841892053809607
2.2068258760318495,1.0,0.3010299956639812,2.4771212547196626,0.6020599913279624,2.7781512503836434,4.954242509439325,2.949877704036875,5.89975540807375
2.5211380837040362,0.0,0.6020599913279624,2.230448921378274,1.2041199826559248,2.832508912706236,4.460897842756548,1.3222192947339193,2.6444385894678386
2.5289167002776547,2.0,2.456366033129043,2.8808135922807914,4.912732066258086,5.337179625409834,5.761627184561583,2.403120521175818,4.806241042351636
2.6893088591236203,2.0,2.3010299956639813,3.0,4.6020599913279625,5.301029995663981,6.0,2.0,4.0
2.808885867359812,1.0,-0.11350927482751812,2.989004615698537,-0.22701854965503626,2.875495340871019,5.978009231397074,1.6720978579357175,3.344195715871435
2.9542425094393248,2.0,-0.36653154442041347,2.0681858617461617,-0.7330630888408293,1.7016543173257481,4.136371723492323,2.760422483423212,5.520844966846424
3.0633333589517497,1.0,0.3010299956639812,2.3979400086720375,0.6020599913279624,2.6989700043360187,4.795880017344075,1.7481880270062005,3.496376054012401
-2.0,1.0,-1.154901959985743,2.0,-2.309803919971486,0.8450980400142568,4.0,1.0413926851582251,2.0827853703164503
-1.0,1.0,-0.8239087409443188,2.1760912590556813,-1.6478174818886375,1.3521825181113625,4.352182518111363,2.807535028068853,5.615070056137706
-0.3979400086720376,1.0,-0.2006594505464183,2.0791812460476247,-0.40131890109283663,1.8785217955012066,4.158362492095249,1.8750612633917,3.7501225267834
0.0,1.0,-1.0,2.3010299956639813,-2.0,1.3010299956639813,4.6020599913279625,1.919078092376074,3.838156184752148
0.17609125905568124,1.0,0.04139268515822508,2.5440680443502757,0.08278537031645007,2.5854607295085006,5.088136088700551,0.8450980400142568,1.6901960800285136
0.7781512503836436,2.0,-0.017728766960431602,2.041392685158225,-0.035457533920863184,2.0236639181977933,4.08278537031645,1.5797835966168101,3.1595671932336202
1.1430148002540952,1.0,-0.3979400086720376,2.7781512503836434,-0.7958800173440752,2.380211241711606,5.556302500767287,1.8976270912904414,3.7952541825808828
1.3424226808222062,1.0,0.6232492903979004,2.4771212547196626,1.246498580795801,3.100370545117563,4.954242509439325,0.8633228601204559,1.7266457202409118
1.3617278360175928,2.0,-0.6989700043360187,1.954242509439325,-1.3979400086720375,1.255272505103306,3.90848501887865,1.724275869600789,3.448551739201578
1.4913616938342726,2.0,1.3222192947339193,2.6020599913279625,2.6444385894678386,3.9242792860618816,5.204119982655925,1.6334684555795864,3.266936911159173
1.8325089127062364,2.0,-0.3979400086720376,2.0,-0.7958800173440752,1.6020599913279623,4.0,0.4913616938342727,0.9827233876685453
2.5440680443502757,1.0,0.2787536009528289,2.3979400086720375,0.557507201905658,2.6766936096248664,4.795880017344075,2.5563025007672873,5.1126050015345745
