寿命,主要物质组成,坝体体积,坝体高度,0,0.1,0.2,集水区面积,0.3
1.5440680443502757,0.0,-0.8538719643217619,1.0,-1.7077439286435239,0.146128035678238,2.0,2.645422269349092,5.290844538698184
1.7708520116421442,1.0,1.0791812460476249,1.3010299956639813,2.1583624920952498,2.380211241711606,2.6020599913279625,1.0,2.0
1.8260748027008264,1.0,0.414973347970818,1.7781512503836436,0.829946695941636,2.1931245983544616,3.5563025007672873,1.6989700043360187,3.3979400086720375
1.8325089127062364,2.0,-0.3979400086720376,1.6020599913279623,-0.7958800173440752,1.2041199826559248,3.2041199826559246,0.4913616938342727,0.9827233876685453
2.041392685158225,1.0,0.07918124604762482,1.7323937598229686,0.15836249209524964,1.8115750058705933,3.4647875196459372,1.8920946026904804,3.7841892053809607
2.2068258760318495,1.0,0.3010299956639812,1.6334684555795864,0.6020599913279624,1.9344984512435677,3.266936911159173,2.949877704036875,5.89975540807375
2.5289167002776547,2.0,2.456366033129043,2.437750562820388,4.912732066258086,4.894116595949431,4.875501125640776,2.403120521175818,4.806241042351636
2.5440680443502757,1.0,0.2787536009528289,1.7781512503836436,0.557507201905658,2.0569048513364727,3.5563025007672873,2.5563025007672873,5.1126050015345745
2.6893088591236203,2.0,2.3010299956639813,2.3010299956639813,4.6020599913279625,4.6020599913279625,4.6020599913279625,2.0,4.0
2.808885867359812,1.0,-0.11350927482751812,0.6532125137753437,-0.22701854965503626,0.5397032389478256,1.3064250275506875,1.6720978579357175,3.344195715871435
3.0633333589517497,1.0,0.3010299956639812,1.6532125137753437,0.6020599913279624,1.954242509439325,3.3064250275506875,1.7481880270062005,3.496376054012401
3.738384123512156,2.0,0.6532125137753437,1.6989700043360187,1.3064250275506875,2.3521825181113627,3.3979400086720375,1.9294189257142926,3.8588378514285853
-2.0,1.0,-1.154901959985743,1.0293837776852097,-2.309803919971486,-0.12551818230053352,2.0587675553704154,1.0413926851582251,2.0827853703164503
-1.0,1.0,-0.8239087409443188,1.0,-1.6478174818886375,0.17609125905568124,2.0,2.807535028068853,5.615070056137706
-0.3979400086720376,1.0,-0.2006594505464183,1.3979400086720377,-0.40131890109283663,1.1972805581256194,2.7958800173440754,1.8573324964312685,3.714664992862537
0.0,1.0,-0.36653154442041347,1.0,-0.7330630888408293,0.6334684555795865,2.0,1.8750612633917,3.7501225267834
0.0,2.0,-1.3010299956639813,1.0791812460476249,-2.6020599913279625,-0.2218487496163564,2.1583624920952498,0.4471580313422192,0.8943160626844379
0.6989700043360189,1.0,1.0,2.278753600952829,2.0,3.278753600952829,4.557507201905658,1.5563025007672873,3.1126050015345745
1.0,1.0,0.414973347970818,2.0,0.829946695941636,2.4149733479708178,4.0,-0.2218487496163564,-0.44369749923271273
1.2787536009528289,1.0,0.3010299956639812,1.8129133566428555,0.6020599913279624,2.113943352306837,3.625826713285711,3.419955748489758,6.839911496979516
1.3617278360175928,2.0,0.3010299956639812,1.7781512503836436,0.6020599913279624,2.0791812460476247,3.5563025007672873,2.385606273598312,4.771212547196624
1.462397997898956,2.0,1.308991029000164,1.9138138523837167,2.617982058000328,3.222804881383881,3.8276277047674334,3.550228353055094,7.100456706110188
1.7993405494535817,1.0,-0.5228787452803376,0.9542425094393249,-1.0457574905606752,0.4313637641589857,1.9084850188786497,1.8976270912904414,3.7952541825808828
2.5211380837040362,0.0,0.6020599913279624,1.845098040014257,1.2041199826559248,2.4471580313422194,3.690196080028514,1.3222192947339193,2.6444385894678386
2.9542425094393248,2.0,-0.36653154442041347,1.6020599913279623,-0.7330630888408293,1.235528446907549,3.2041199826559246,2.760422483423212,5.520844966846424
